0.426043 0.966027
1.860144 2.858880
0.459013 0.969139
1.078545 1.807092
1.743522 2.711771
0.438315 0.912198
1.432696 2.275716
0.467052 0.979952
0.545853 1.121075
1.617236 2.568575
1.338544 2.135120
1.228481 2.064613
0.090534 0.481011
0.856226 1.467922
0.886750 1.568723
0.967451 1.616585
0.707662 1.336875
1.209963 1.970675
1.192571 2.010576
0.005427 0.335060
0.542453 1.073735
0.929574 1.659701
0.234194 0.702334
1.982742 3.070048
1.309209 2.111684
0.692065 1.326523
1.083876 1.850027
0.910156 1.550916
1.608409 2.523431
1.723330 2.672988
1.301971 2.087121
0.567818 1.104831
0.662751 1.220928
1.345509 2.183651
0.946642 1.619790
0.004419 0.349012
1.609108 2.496722
1.476138 2.396651
0.410978 0.937589
1.868698 2.866017
1.025088 1.777195
1.122020 1.885487
1.449568 2.279849
1.806500 2.863847
1.880622 2.926695
0.705253 1.295097
0.799458 1.437543
0.688890 1.272112
0.438904 0.891191
0.033251 0.422919
