-5.25, 2.94736842105263
-5.20, 12
-5.15, 18.94736842105263
-5.10, 51.05263157894736
-5.05, 60
-5.00, 61.05263157894737
-4.95, 76
-4.90, 45.05263157894736
-4.85, 54.94736842105263
-4.80, 26
-4.75, 29.05263157894737
-4.70, 19.052631578947363
-4.65, 24
-4.60, 16
-4.55, 21.052631578947363
-4.50, 22
-4.45, 26
-4.40, 13.05263157894737
-4.35, 13.05263157894737
-4.30, 5.05263157894737
-4.25, 3.05263157894737
-4.20, 2
-4.15, 2
-4.10, 3.05263157894737
-4.05, 0.9473684210526301
-4.00, 0.9473684210526301
-3.95, 0.9473684210526301
-3.90, 0.9473684210526301
